"Country","Year","Share_below_10_a_day","Share_below_2_a_day","Share_below_20_a_day","Share_below_5_a_day","Region","Region_USSR_Yugo","GDP.per.capita","GDP.per.capita_source","Population","Population_source","baseline_GCIP_income_vZ","baseline_GCIP_income_vZ_source","alt_GCIP_consumption_vZ","alt_GCIP_consumption_vZ_source","alt_Povcal_vZ","alt_Povcal_vZ_source"
"Afghanistan","1820","99.209562629649","83.9736240542188","99.8756137234667","96.4209361609392","MENA","MENA","450.09600165288","Maddison - extrapolated using average regional growth rate","3280000","MDP","0.5771468","regional average","0.5771468","regional average","0.5771468","regional average"
"Afghanistan","1850","98.4906671382678","81.6153931696585","99.6668413087865","94.7602554790671","MENA","MENA","520.941489496653","Maddison - extrapolated using average regional growth rate","3808316.59045648","MDP Interpolated","0.6309967","regional average","0.6309967","regional average","0.6309967","regional average"
"Afghanistan","1870","99.2619458392876","76.8620669646009","99.9243055556938","95.5843883716589","MENA","MENA","569.946609683208","Maddison - extrapolated using average regional growth rate","4207000","MDP","0.4958121","van Zanden et al. (2014) - original","0.4958121","vZ_gini_original","0.4958121","vZ_gini_original"
"Afghanistan","1890","99.8035583712457","68.7361528100749","99.9954887281576","96.7998749079476","MENA","MENA","658.931155934352","Maddison - extrapolated using average regional growth rate","4857164.31575477","MDP Interpolated","0.3652764","van Zanden et al. (2014) - original","0.3652764","vZ_gini_original","0.3652764","vZ_gini_original"
"Afghanistan","1910","99.0999853475473","63.1120906519457","99.9402823168004","93.2019131866133","MENA","MENA","766.422474502486","Maddison - extrapolated using average regional growth rate","5607807.27127205","MDP Interpolated","0.4247902","van Zanden et al. (2014) - original","0.4247902","vZ_gini_original","0.4247902","vZ_gini_original"
"Afghanistan","1929","98.2420032718693","54.6279811950536","99.8479995051691","89.4233325215617","MENA","MENA","921.489621961011","Maddison - extrapolated using average regional growth rate","6672953.14961031","MDP Interpolated","0.43255035","regional average","0.43255035","regional average","0.43255035","regional average"
"Afghanistan","1950","96.9977928583364","41.5276137400639","99.7302950677971","83.6069984242059","MENA","MENA","1156","Maddison - original","8150000","MDP","0.413117133333333","regional average","0.413117133333333","regional average","0.413117133333333","regional average"
"Afghanistan","1960","96.6620215065498","29.3828413825632","99.7857434290081","79.1089322867117","MENA","MENA","1326","Maddison - original","9829000","MDP","0.36811183","GCIP (income) - original","0.29715302","GCIP_consumption_gini_original","0.5377836","regional average"
"Afghanistan","1970","97.0930996261094","31.5305134271126","99.8237099641696","80.8279425806855","MENA","MENA","1272","Maddison - original","12431000","MDP","0.36811183","GCIP (income) - original","0.29715302","GCIP_consumption_gini_original","0.490166675","regional average"
"Afghanistan","1980","98.6857860776465","43.8986880527331","99.9412887263698","88.4717192814994","MENA","MENA","1019","Maddison - original","15044000","MDP","0.36811183","GCIP (income) - original","0.29715302","GCIP_consumption_gini_original","0.363378776923077","regional average"
"Afghanistan","1990","98.9428307764726","47.2053174689597","99.9563419832825","90.0136856187099","MENA","MENA","963","Maddison - original","13568000","MDP","0.36811183","GCIP (income) - original","0.29715302","GCIP_consumption_gini_original","0.362978546153846","regional average"
"Afghanistan","2000","99.9456448480626","81.3651476784746","99.9991067920041","98.7579752730058","MENA","MENA","502","Maddison - original","22461000","MDP","0.36811183","GCIP (income) - original","0.29715302","GCIP_consumption_gini_original","0.359460023076923","regional average"
"Afghanistan","2005","98.9385375175031","47.1443563795654","99.9561012696923","89.9868013273408","MENA","MENA","964","Maddison - original","26335000","MDP","0.36811183","GCIP (income) - original","0.29715302","GCIP_consumption_gini_original","0.350240276923077","regional average"
"Afghanistan","2010","93.7045631988658","19.9030992015072","99.4667975610523","69.4046758579589","MENA","MENA","1628","Maddison - original","29121000","MDP","0.36811183","GCIP (income) - original","0.29715302","GCIP_consumption_gini_original","0.348507038461538","regional average"
"Afghanistan","2017","88.7941870724806","12.3051146191106","98.7413508439103","57.635323592543","MENA","MENA","2015","Maddison - original","34125000","MDP","0.36811183","GCIP (income) - original","0.29715302","GCIP_consumption_gini_original","0.342341376923077","regional average"
"Albania","1820","99.6917910516264","81.7687385720007","99.9790691105675","97.4398580392897","EECA","EECA","484.197571779927","Maddison - extrapolated using average regional growth rate","437000","MDP","0.465460366666667","regional average","0.465460366666667","regional average","0.465460366666667","regional average"
"Albania","1850","99.8949800959215","75.2496191683332","99.9979905497125","97.9568736837359","EECA","EECA","578.409330210462","Maddison - extrapolated using average regional growth rate","500000","MDP","0.36557975","regional average","0.36557975","regional average","0.36557975","regional average"
"Albania","1870","99.4074699103963","66.1960188086387","99.9687402254143","94.659325230485","EECA","EECA","711","Maddison - original","603000","MDP","0.412354","van Zanden et al. (2014) - original","0.412354","vZ_gini_original","0.412354","vZ_gini_original"
"Albania","1890","99.7951083203495","39.6687136161607","99.9987763668799","93.5926862607367","EECA","EECA","953","Maddison - original","726000","MDP","0.2836242","van Zanden et al. (2014) - original","0.2836242","vZ_gini_original","0.2836242","vZ_gini_original"
"Albania","1910","99.1784246829753","20.8718191119436","99.9922115342144","84.534904394313","EECA","EECA","1243","Maddison - original","874000","MDP","0.2770537","van Zanden et al. (2014) - original","0.2770537","vZ_gini_original","0.2770537","vZ_gini_original"
"Albania","1929","94.593383533651","27.3738601670217","99.4731048881724","74.3968654262278","EECA","EECA","1476","Maddison - original","977000","MDP","0.393708625","regional average","0.393708625","regional average","0.393708625","regional average"
"Albania","1950","94.2285702473487","20.042097879301","99.5526445531283","70.3481675486663","EECA","EECA","1596","Maddison - original","1227000","MDP","0.362617966666667","regional average","0.362617966666667","regional average","0.362617966666667","regional average"
"Albania","1960","83.2203771137301","17.091985790188","96.3030222732041","55.5209222741867","EECA","EECA","2313","Maddison - original","1623000","MDP","0.44799705","GCIP (income) - original","0.2695055","GCIP_consumption_gini_original","0.32917362","regional average"
"Albania","1970","71.8780006865626","9.10649246482066","91.9735982971933","40.3284105201292","EECA","EECA","3194","Maddison - original","2157000","MDP","0.44799705","GCIP (income) - original","0.2695055","GCIP_consumption_gini_original","0.32287455","regional average"
"Albania","1980","65.2205766921297","6.39839324779413","88.7885440569407","33.2582107874996","EECA","EECA","3741","Maddison - original","2671000","MDP","0.44799705","GCIP (income) - original","0.2695055","GCIP_consumption_gini_original","0.2701034","Povcal_gini_original"
"Albania","1990","62.4287120850646","5.51677452680062","87.3031057444245","30.5966273928446","EECA","EECA","3983","Maddison - original","3251000","MDP","0.44799705","GCIP (income) - original","0.2695055","GCIP_consumption_gini_original","0.2701034","Povcal_gini_original"
"Albania","2000","54.5875346807233","4.07418767028099","81.9951585132991","24.6770886425055","EECA","EECA","4808","Maddison - original","3164000","MDP","0.45993337","GCIP (income) - original","0.30310493","GCIP_consumption_gini_original","0.3173898","Povcal_gini_original"
"Albania","2005","38.4387700166164","1.57629990793542","69.3405837350278","13.7091158976795","EECA","EECA","6858","Maddison - original","3030000","MDP","0.4601507","GCIP (income) - original","0.30507208","GCIP_consumption_gini_original","0.3059566","Povcal_gini_original"
"Albania","2010","25.7650522614126","0.577775794623121","56.2314256440842","7.24132802702761","EECA","EECA","9223","Maddison - original","2992000","MDP","0.45615726","GCIP (income) - original","0.29354363","GCIP_consumption_gini_original","0.2998467","Povcal_gini_original"
"Albania","2017","20.2811419551232","0.331270228765696","49.1843307129471","5.02126763883363","EECA","EECA","10702","Maddison - original","3053000","MDP","0.45430391","GCIP (income) - original","0.28820492","GCIP_consumption_gini_original","0.3317109","Povcal_gini_original"
"Algeria","1820","97.9463547669961","73.3313865457231","99.6026608058135","92.382273063512","MENA","MENA","685","Maddison - original","2689000","MDP","0.5771468","regional average","0.5771468","regional average","0.5771468","regional average"
"Algeria","1850","95.6512281558234","67.1747966443208","98.8001140263234","87.8188675885895","MENA","MENA","929.863368848946","Maddison - interpolated","3296518.46148491","MDP Interpolated","0.6309967","regional average","0.6309967","regional average","0.6309967","regional average"
"Algeria","1870","95.4537247024662","50.7109960772685","99.2044134542624","83.4011036587501","MENA","MENA","1140","Maddison - original","3776000","MDP","0.50372255","regional average","0.50372255","regional average","0.50372255","regional average"
"Algeria","1890","95.982960222021","24.6383258793549","99.7423010740977","75.8091037142344","MENA","MENA","1429.35359573633","Maddison - interpolated","4496654.7537961","MDP Interpolated","0.359815542857143","regional average","0.359815542857143","regional average","0.359815542857143","regional average"
"Algeria","1910","91.8631748407126","15.773712935916","99.2438785471267","64.148094144904","MENA","MENA","1792.15061547752","Maddison - interpolated","5354847.45096321","MDP Interpolated","0.3646704","van Zanden et al. (2014) - original","0.3646704","vZ_gini_original","0.3646704","vZ_gini_original"
"Algeria","1929","88.2380011576381","16.7400504459274","98.2723178327273","60.2717153154507","MENA","MENA","1986.94132646608","Maddison - interpolated","6768160.13787498","MDP Interpolated","0.4031699","van Zanden et al. (2014) - original","0.4031699","vZ_gini_original","0.4031699","vZ_gini_original"
"Algeria","1950","85.4819039744651","14.9836556541914","97.4964910630299","56.170445334598","MENA","MENA","2176","Maddison - original","8893000","MDP","0.413117133333333","regional average","0.413117133333333","regional average","0.413117133333333","regional average"
"Algeria","1960","72.1566031849545","14.884645258527","90.1305532659076","45.4608479210915","MENA","MENA","3328","Maddison - original","10909000","MDP","0.51523609","GCIP (income) - original","0.38685657","GCIP_consumption_gini_original","0.5377836","regional average"
"Algeria","1970","69.5749321665834","13.2065630350998","88.7576515590431","42.4923964196838","MENA","MENA","3585","Maddison - original","13932000","MDP","0.51523609","GCIP (income) - original","0.38685657","GCIP_consumption_gini_original","0.490166675","regional average"
"Algeria","1980","56.7756957401521","7.23889593991075","80.8448370119854","29.7757931827008","MENA","MENA","5024","Maddison - original","18806000","MDP","0.51523609","GCIP (income) - original","0.38685657","GCIP_consumption_gini_original","0.4019491","Povcal_gini_original"
"Algeria","1990","59.0326265340533","7.73214023531228","82.6323392561837","31.4559616759162","MENA","MENA","4697","Maddison - original","25089000","MDP","0.50918387","GCIP (income) - original","0.38322695","GCIP_consumption_gini_original","0.4019491","Povcal_gini_original"
"Algeria","2000","42.5675705722339","2.9742098525515","70.6624824303994","17.9220445966013","MENA","MENA","6835","Maddison - original","30515000","MDP","0.49748709","GCIP (income) - original","0.353289","GCIP_consumption_gini_original","0.3533005","Povcal_gini_original"
"Algeria","2005","27.910393276644","1.12237686566726","55.7818294005452","9.40113397352633","MENA","MENA","9970","Maddison - original","32785000","MDP","0.49748709","GCIP (income) - original","0.353289","GCIP_consumption_gini_original","0.2761573","Povcal_gini_original"
"Algeria","2010","20.2878460102391","0.57261383528377","45.9998272168515","5.91052200111393","MENA","MENA","12588","Maddison - original","35805000","MDP","0.49748709","GCIP (income) - original","0.353289","GCIP_consumption_gini_original","0.2761573","Povcal_gini_original"
"Algeria","2017","16.7669272289852","0.389985070540442","40.8086139048464","4.50982476595949","MENA","MENA","14267","Maddison - original","40804000","MDP","0.49748709","GCIP (income) - original","0.353289","GCIP_consumption_gini_original","0.2761573","Povcal_gini_original"
"Angola","1820","97.5651653239575","59.5286340585515","99.6699590450083","88.9926230727786","SSA","SSA","899.103749023885","Maddison - extrapolated using average regional growth rate","1085233.55906224","Extrapolated using average regional growth rate","0.4893343","van Zanden et al. (2014) - original","0.4893343","vZ_gini_original","0.4893343","vZ_gini_original"
"Angola","1850","98.523963504291","63.838859854532","99.8468218391045","91.7983835662938","SSA","SSA","788.607833739804","Maddison - extrapolated using average regional growth rate","1397587.35710277","Extrapolated using average regional growth rate","0.46770565","regional average","0.46770565","regional average","0.46770565","regional average"
"Angola","1870","96.6820306677194","57.8900354580608","99.4472664255808","87.0974716751843","SSA","SSA","973.272240104982","Extrapolated using Prados de la Ecosura (2012)","1654307.08101348","Extrapolated using average regional growth rate","0.513095516666667","regional average","0.513095516666667","regional average","0.513095516666667","regional average"
"Angola","1890","99.6143758662214","34.5062200096357","99.9966061237783","91.0720149160031","SSA","SSA","1033.35294114939","Extrapolated using Prados de la Ecosura (2012)","2012498.91100665","Extrapolated using average regional growth rate","0.2897607","van Zanden et al. (2014) - original","0.2897607","vZ_gini_original","0.2897607","vZ_gini_original"
"Angola","1910","97.5951979236637","44.3161603258147","99.806966891343","85.6269904468751","SSA","SSA","1085.62548518348","Extrapolated using Prados de la Ecosura (2012)","2448246.70902195","Extrapolated using average regional growth rate","0.408695","van Zanden et al. (2014) - original","0.408695","vZ_gini_original","0.408695","vZ_gini_original"
"Angola","1929","95.1502438106061","53.450360949391","99.0281831929985","83.6985416675298","SSA","SSA","1127.63030495308","Extrapolated using Prados de la Ecosura (2012)","3117036.42050394","Extrapolated using average regional growth rate","0.5306181","van Zanden et al. (2014) - original","0.5306181","vZ_gini_original","0.5306181","vZ_gini_original"
"Angola","1950","90.4077767389067","32.877111918754","98.0212563919994","70.9568708985454","SSA","SSA","1677","Maddison - original","4118000","MDP","0.4848807","van Zanden et al. (2014) - original","0.4848807","vZ_gini_original","0.4848807","vZ_gini_original"
"Angola","1960","86.3972894117675","36.374688900257","95.7415349513493","68.2691683364603","SSA","SSA","1997","Maddison - original","4797000","MDP","0.56847878","GCIP (income) - original","0.51521479","GCIP_consumption_gini_original","0.518545579166667","regional average"
"Angola","1970","78.4874530393807","25.5255188340493","92.1005515180955","56.5786594975494","SSA","SSA","2818","Maddison - original","5606000","MDP","0.56847878","GCIP (income) - original","0.51521479","GCIP_consumption_gini_original","0.506116472","regional average"
"Angola","1980","90.9328424209849","45.6135444871834","97.4986678529129","76.2239733189414","SSA","SSA","1532","Maddison - original","6743000","MDP","0.56847878","GCIP (income) - original","0.51521479","GCIP_consumption_gini_original","0.5195689","Povcal_gini_original"
"Angola","1990","92.3348441498625","49.2482528533023","97.9869745076399","78.9548513868074","SSA","SSA","1384","Maddison - original","8297000","MDP","0.56847878","GCIP (income) - original","0.51521479","GCIP_consumption_gini_original","0.5195689","Povcal_gini_original"
"Angola","2000","86.2302836003356","36.0889778661625","95.6719955950558","67.9971400324362","SSA","SSA","2014","Maddison - original","11676000","MDP","0.56847878","GCIP (income) - original","0.51521479","GCIP_consumption_gini_original","0.5195689","Povcal_gini_original"
"Angola","2005","71.1449592921943","19.7637911717086","87.7766424203115","48.0601291148556","SSA","SSA","3709","Maddison - original","14012000","MDP","0.58115975","GCIP (income) - original","0.47395418","GCIP_consumption_gini_original","0.4271551","Povcal_gini_original"
"Angola","2010","42.0210714316434","3.73298034109699","68.4254513118257","18.8796958722309","SSA","SSA","7521","Maddison - original","16884000","MDP","0.52831291","GCIP (income) - original","0.43504531","GCIP_consumption_gini_original","0.4271551","Povcal_gini_original"
"Angola","2017","38.9822562112003","3.13737163046694","65.5864395619848","16.8335087804086","SSA","SSA","8146","Maddison - original","21858000","MDP","0.52831291","GCIP (income) - original","0.43504531","GCIP_consumption_gini_original","0.5127211","Povcal_gini_original"
"Argentina","1820","91.5870665940783","33.363601983102","98.4472271740714","72.5506877736137","LAC","LAC","1591","Maddison - original","534000","MDP","0.4710099","van Zanden et al. (2014) - original","0.4710099","vZ_gini_original","0.4710099","vZ_gini_original"
"Argentina","1850","90.1378419234047","9.2886011932749","99.212476627774","56.5230685968993","LAC","LAC","1994","Maddison - original","1100000","MDP","0.3368675","van Zanden et al. (2014) - original","0.3368675","vZ_gini_original","0.3368675","vZ_gini_original"
"Argentina","1870","82.7612047541303","25.4888047318205","94.9033889457076","60.0246056493113","LAC","LAC","2340","Maddison - original","1796000","MDP","0.522","van Zanden et al. (2014) - original","0.522","vZ_gini_original","0.522","vZ_gini_original"
"Argentina","1890","63.8464778729341","5.83365191692115","88.1527469228026","31.7771100429965","LAC","LAC","3851","Maddison - original","3376000","MDP","0.4459684","van Zanden et al. (2014) - original","0.4459684","vZ_gini_original","0.4459684","vZ_gini_original"
"Argentina","1910","48.1863020449227","4.37620413095366","74.8823307695569","22.3105168212128","LAC","LAC","6092","Maddison - original","6836000","MDP","0.5062016","van Zanden et al. (2014) - original","0.5062016","vZ_gini_original","0.5062016","vZ_gini_original"
"Argentina","1929","37.1012981810977","1.34114634192436","68.5315935209385","12.6943353644869","LAC","LAC","6961","Maddison - original","11592000","MDP","0.454","van Zanden et al. (2014) - original","0.454","vZ_gini_original","0.454","vZ_gini_original"
"Argentina","1950","26.3418212267956","0.313252639999142","60.7148358132609","6.20757260651162","LAC","LAC","7949","Maddison - original","17150000","MDP","0.412","van Zanden et al. (2014) - original","0.412","vZ_gini_original","0.412","vZ_gini_original"
"Argentina","1960","27.1046587935005","0.635521963937839","57.9626704795331","7.77688932835013","LAC","LAC","8861","Maddison - original","20616000","MDP","0.45459352","GCIP (income) - original","0.41635108","GCIP_consumption_gini_original","0.42","vZ_gini_original"
"Argentina","1970","12.6128878000839","0.0554109574831461","40.7763275676256","1.98689583903624","LAC","LAC","11639","Maddison - original","23962000","MDP","0.4091949","GCIP (income) - original","0.39235255","GCIP_consumption_gini_original","0.353","vZ_gini_original"
"Argentina","1980","8.27856234619531","0.0162468601184037","33.1546336575493","0.970650406254973","LAC","LAC","13080","Maddison - original","28370000","MDP","0.39374165","GCIP (income) - original","0.43127758","GCIP_consumption_gini_original","0.416","vZ_gini_original"
"Argentina","1990","22.9463256684239","0.497935564735226","52.0091750556001","6.28087136279569","LAC","LAC","10254","Maddison - original","33036000","MDP","0.46450029","GCIP (income) - original","0.44062102","GCIP_consumption_gini_original","0.4312","vZ_gini_original"
"Argentina","2000","17.2510888499702","0.442213269253481","41.1590859406678","4.79439874980653","LAC","LAC","14369","Maddison - original","37336000","MDP","0.50346163","GCIP (income) - original","0.45873866","GCIP_consumption_gini_original","0.4666","vZ_gini_original"
"Argentina","2005","13.9700306072751","0.244287675215474","36.8666019944101","3.37788964905509","LAC","LAC","15344","Maddison - original","39368000","MDP","0.48866763","GCIP (income) - original","0.45387301","GCIP_consumption_gini_original","0.508748166666667","regional average"
"Argentina","2010","5.72205237783213","0.0212986364441107","22.9371656235755","0.784243030785203","LAC","LAC","18980","Maddison - original","41359000","MDP","0.44154751","GCIP (income) - original","0.4382657","GCIP_consumption_gini_original","0.489737828571429","regional average"
"Argentina","2017","4.26999459675623","0.00820951920799054","20.1018613639318","0.462909803949927","LAC","LAC","19201","Maddison - original","44294000","MDP","0.4215032","GCIP (income) - original","0.44535026","GCIP_consumption_gini_original","0.467621319047619","regional average"
"Armenia","1820","99.3229986756537","72.313862084723","99.9476608663682","95.1627119013978","EECA","USSR","634.524127182765","Maddison - extrapolated using average regional growth rate","413243.647359541","Extrapolated using aggregate bloc growth rate","0.4556807","regional average","0.4556807","regional average","0.4556807","regional average"
"Armenia","1850","99.9402156152444","57.6472419818922","99.9997345495449","97.3048955640609","EECA","USSR","757.985369602334","Maddison - extrapolated using average regional growth rate","556499.935958478","Extrapolated using aggregate bloc growth rate","0.2912185","van Zanden et al. (2014) - original","0.2912185","vZ_gini_original","0.2912185","vZ_gini_original"
"Armenia","1870","95.9749088623719","64.8886094943438","99.0250635176625","87.6915980335451","EECA","USSR","931.740844483204","Maddison - extrapolated using average regional growth rate","669097.794187257","Extrapolated using aggregate bloc growth rate","0.5954074","van Zanden et al. (2014) - original","0.5954074","vZ_gini_original","0.5954074","vZ_gini_original"
"Armenia","1890","98.1649305497561","27.341295242053","99.9419468366328","82.3779274497899","EECA","USSR","1251.49633967789","Maddison - extrapolated using aggregate bloc growth rate","835044.188649615","Extrapolated using aggregate bloc growth rate","0.3275693","van Zanden et al. (2014) - original","0.3275693","vZ_gini_original","0.3275693","vZ_gini_original"
"Armenia","1910","89.6927759489928","13.3795086860168","98.8878041766771","59.5726116969615","EECA","USSR","1948.88814055638","Maddison - extrapolated using aggregate bloc growth rate","1118493.71732438","Extrapolated using aggregate bloc growth rate","0.3684933","van Zanden et al. (2014) - original","0.3684933","vZ_gini_original","0.3684933","vZ_gini_original"
"Armenia","1929","87.664408709137","18.3843388631017","97.9583266584378","60.7007941984147","EECA","USSR","2003.30102489019","Maddison - extrapolated using aggregate bloc growth rate","1297999.31503417","Extrapolated using aggregate bloc growth rate","0.4195083","regional average","0.4195083","regional average","0.4195083","regional average"
"Armenia","1950","58.6348164587332","2.70770599750873","87.3154354240421","24.0371712396622","EECA","USSR","4107.26588579795","Maddison - extrapolated using aggregate bloc growth rate","1355000","MDP","0.404486325","regional average","0.404486325","regional average","0.404486325","regional average"
"Armenia","1960","21.6177446052938","0.000500969686110596","78.1972060132891","0.940671382890529","EECA","USSR","5702.47027818448","Maddison - extrapolated using aggregate bloc growth rate","1869000","MDP","0.24600342","GCIP (income) - original","0.3040239","GCIP_consumption_gini_original","0.4622563","regional average"
"Armenia","1970","5.87306478198648","0.0000101208012324992","49.9409624594646","0.0875347853192006","EECA","USSR","8058.54816983895","Maddison - extrapolated using aggregate bloc growth rate","2520000","MDP","0.24600342","GCIP (income) - original","0.3040239","GCIP_consumption_gini_original","0.46118975","regional average"
"Armenia","1980","2.96045238561368","0.00000171221356286398","37.3499527612045","0.0279591279828163","EECA","USSR","9291","Maddison - original","3115000","MDP","0.24600342","GCIP (income) - original","0.3040239","GCIP_consumption_gini_original","0.4441862","Povcal_gini_original"
"Armenia","1990","9.04373042841151","0.0026660474020284","43.0869343451529","0.617517389925031","EECA","USSR","9669","Maddison - original","3377000","MDP","0.32632321","GCIP (income) - original","0.3408573","GCIP_consumption_gini_original","0.4441862","Povcal_gini_original"
"Armenia","2000","51.7037419598468","3.5573565742614","79.9065966525617","22.5769824177391","EECA","USSR","5140","Maddison - original","2966000","MDP","0.46215348","GCIP (income) - original","0.34899023","GCIP_consumption_gini_original","0.3621972","Povcal_gini_original"
"Armenia","2005","32.0367646686154","1.03120485125744","62.9025383017473","10.3363765837896","EECA","USSR","8007","Maddison - original","2951000","MDP","0.46196242","GCIP (income) - original","0.34855629","GCIP_consumption_gini_original","0.3599235","Povcal_gini_original"
"Armenia","2010","28.6192123391897","0.650664629575898","60.3287307067074","8.2119938435284","EECA","USSR","8331","Maddison - original","2939000","MDP","0.44687446","GCIP (income) - original","0.31032208","GCIP_consumption_gini_original","0.2999258","Povcal_gini_original"
"Armenia","2017","19.079626789206","0.265458600066828","47.9576261251053","4.46865027746676","EECA","USSR","10859","Maddison - original","2914000","MDP","0.44815541","GCIP (income) - original","0.31295203","GCIP_consumption_gini_original","0.3362184","Povcal_gini_original"
"Australia","1820","97.770298396751","64.1540753735492","99.6709225965676","90.313443181342","WO","WO","826","Maddison - original","334000","MDP","0.51071655","regional average","0.51071655","regional average","0.51071655","regional average"
"Australia","1850","71.7942408797433","6.45116285662019","93.0413821243487","37.2439047757947","WO","WO","3148","Maddison - original","605000","MDP","0.4130739","van Zanden et al. (2014) - original","0.4130739","vZ_gini_original","0.4130739","vZ_gini_original"
"Australia","1870","52.1155047293481","4.13397837484925","79.482391626777","23.6635030470905","WO","WO","5217","Maddison - original","1775000","MDP","0.4754506","van Zanden et al. (2014) - original","0.4754506","vZ_gini_original","0.4754506","vZ_gini_original"
"Australia","1890","29.1079839646188","0.289489827842792","65.587353317112","6.65882343877521","WO","WO","7106","Maddison - original","3107000","MDP","0.3935404","van Zanden et al. (2014) - original","0.3935404","vZ_gini_original","0.3935404","vZ_gini_original"
"Australia","1910","23.9285608496773","0.22825334805155","58.2273667914677","5.20899723947589","WO","WO","8305","Maddison - original","4375000","MDP","0.4072747","van Zanden et al. (2014) - original","0.4072747","vZ_gini_original","0.4072747","vZ_gini_original"
"Australia","1929","18.0172845623375","0.0436606622750694","54.9678447051784","2.53351120683111","WO","WO","8389","Maddison - original","6396000","MDP","0.3627016","van Zanden et al. (2014) - original","0.3627016","vZ_gini_original","0.3627016","vZ_gini_original"
"Australia","1950","9.20337662899817","0.0142899958538289","36.7685030977906","1.02062322702025","WO","WO","11815","Maddison - original","8267000","MDP","0.3793349","van Zanden et al. (2014) - original","0.3793349","vZ_gini_original","0.3793349","vZ_gini_original"
"Australia","1960","1.91243005550827","0.0000497467912552557","19.5590946968096","0.0506510510151453","WO","WO","14013","Maddison - original","10361000","MDP","0.31341699","GCIP (income) - original","0.32242304","GCIP_consumption_gini_original","0.3501661","vZ_gini_original"
"Australia","1970","0.438407561673675","0.00000264286345429256","7.98235578984859","0.00626115637439527","WO","WO","19166","Maddison - original","12660000","MDP","0.31341699","GCIP (income) - original","0.32242304","GCIP_consumption_gini_original","0.3181844","vZ_gini_original"
"Australia","1980","0.164955860427384","0.000000423428947405906","4.23814824812671","0.00163997765314515","WO","WO","22972","Maddison - original","14616000","MDP","0.31341699","GCIP (income) - original","0.32242304","GCIP_consumption_gini_original","0.3132531","Povcal_gini_original"
"Australia","1990","0.12584564636299","0.000000686301641321753","3.02144292768013","0.00155710492689993","WO","WO","27373","Maddison - original","16956000","MDP","0.33176085","GCIP (income) - original","0.32970849","GCIP_consumption_gini_original","0.33153","Povcal_gini_original"
"Australia","2000","0.0327719747494713","0.0000000969066801583747","1.1015898893888","0.000301518131752287","WO","WO","36603","Maddison - original","18902000","MDP","0.33897295","GCIP (income) - original","0.32558275","GCIP_consumption_gini_original","0.3346417","Povcal_gini_original"
"Australia","2005","0.0193269173087624","0.0000000538003595183925","0.711338005597295","0.00016861911168672","WO","WO","41904","Maddison - original","20059000","MDP","0.34479082","GCIP (income) - original","0.3273635","GCIP_consumption_gini_original","0.3305741","Povcal_gini_original"
"Australia","2010","0.0136463766261077","0.0000000348256071120255","0.536545325069348","0.000113308714616871","WO","WO","45400","Maddison - original","21896000","MDP","0.34752526","GCIP (income) - original","0.30238763","GCIP_consumption_gini_original","0.3465673","Povcal_gini_original"
"Australia","2017","0.00822647419362941","0.0000000153502686114594","0.368482305218515","0.0000597597733872106","WO","WO","49266","Maddison - original","24466000","MDP","0.34752526","GCIP (income) - original","0.30238763","GCIP_consumption_gini_original","0.3439943","Povcal_gini_original"
"Austria","1820","87.0370252954099","33.1916657240184","96.4163646063298","67.5479450989917","Western Europe","Western Europe","1941","Maddison - original","3369000","MDP","0.5335227","van Zanden et al. (2014) - original","0.5335227","vZ_gini_original","0.5335227","vZ_gini_original"
"Austria","1850","79.5570637563695","5.45064970097325","96.9384438674718","41.2929575481803","Western Europe","Western Europe","2630","Maddison - original","3950000","MDP","0.3606522","van Zanden et al. (2014) - original","0.3606522","vZ_gini_original","0.3606522","vZ_gini_original"
"Austria","1870","75.462081529392","15.2780534702861","92.3231177296459","48.0483425266991","Western Europe","Western Europe","2970","Maddison - original","4520000","MDP","0.493368842857143","regional average","0.493368842857143","regional average","0.493368842857143","regional average"
"Austria","1890","61.4032379284671","3.20953026830489","88.7204176713411","26.3659442795543","Western Europe","Western Europe","3894","Maddison - original","5394000","MDP","0.4050129","regional average","0.4050129","regional average","0.4050129","regional average"
"Austria","1910","49.1486470802878","2.50041772319447","79.2047585842847","19.593523278659","Western Europe","Western Europe","5244","Maddison - original","6614000","MDP","0.442836215384615","regional average","0.442836215384615","regional average","0.442836215384615","regional average"
"Austria","1929","45.1604517353642","2.37563762119773","75.1586123407919","17.808005590969","Western Europe","Western Europe","5896","Maddison - original","6664000","MDP","0.459344178571429","regional average","0.459344178571429","regional average","0.459344178571429","regional average"
"Austria","1950","36.5186772613444","0.391696355378581","74.2857208720882","8.98893801234144","Western Europe","Western Europe","5907","Maddison - original","6935000","MDP","0.3770676","van Zanden et al. (2014) - original","0.3770676","vZ_gini_original","0.3770676","vZ_gini_original"
"Austria","1960","3.99063768828712","0.0000627947926996228","33.7644439312789","0.101897059729412","Western Europe","Western Europe","10391","Maddison - original","7047000","MDP","0.28692076","GCIP (income) - original","0.28999695","GCIP_consumption_gini_original","0.4765733","vZ_gini_original"
"Austria","1970","0.577935754991737","0.000000953830625245923","11.6539555269515","0.00571100555838972","Western Europe","Western Europe","15537","Maddison - original","7467000","MDP","0.28692076","GCIP (income) - original","0.28999695","GCIP_consumption_gini_original","0.4748093","vZ_gini_original"
